EquipmentID,Type,Status,Temperature,Pressure,Flowrate
EQ-0494,Heat Exchanger,Operational,85.6,24.4,263.2
EQ-0495,Separator,Operational,101.6,6.9,216.2
EQ-0496,Reactor,Offline,310.7,25.7,147.4
EQ-0497,Reactor,Operational,226.9,19.0,112.2
EQ-0498,Separator,Operational,108.7,17.2,260.7
EQ-0499,Separator,Operational,50.7,19.5,155.5
EQ-0500,Pump,Operational,51.7,115.0,327.7
EQ-0501,Reactor,Maintenance,234.9,45.0,103.7
EQ-0502,Separator,Operational,85.5,18.9,108.3
EQ-0503,Pump,Operational,32.7,141.0,294.3
EQ-0504,Pump,Operational,47.8,72.5,354.9
EQ-0505,Separator,Operational,128.5,12.1,119.4
EQ-0506,Pump,Operational,67.8,55.9,360.0
EQ-0507,Heat Exchanger,Offline,221.5,36.2,396.8
EQ-0508,Reactor,Operational,333.6,48.7,55.1
EQ-0509,Reactor,Operational,169.4,46.8,129.7
EQ-0510,Pump,Operational,52.2,94.0,294.4
EQ-0511,Pump,Operational,20.2,56.4,381.9
EQ-0512,Separator,Operational,65.3,10.4,143.8
EQ-0513,Separator,Operational,68.8,17.8,273.0
EQ-0514,Heat Exchanger,Operational,196.2,24.3,301.7
EQ-0515,Separator,Operational,56.4,17.0,281.2
EQ-0516,Heat Exchanger,Operational,80.7,31.7,203.9
EQ-0517,Heat Exchanger,Operational,145.1,31.2,390.7
EQ-0518,Reactor,Operational,186.3,26.7,56.4
EQ-0519,Separator,Operational,149.9,18.0,235.1
EQ-0520,Separator,Operational,88.0,10.6,197.4
EQ-0521,Reactor,Operational,237.1,28.4,91.3
EQ-0522,Separator,Operational,141.1,8.8,121.6
EQ-0523,Reactor,Operational,217.5,33.2,81.3
EQ-0524,Heat Exchanger,Operational,198.8,13.3,116.0
EQ-0525,Heat Exchanger,Error,125.5,25.9,301.2
EQ-0526,Reactor,Operational,294.0,49.8,84.9
EQ-0527,Reactor,Operational,167.0,15.8,137.5
EQ-0528,Separator,Operational,86.6,11.0,255.4
EQ-0529,Reactor,Maintenance,208.6,17.1,58.6
EQ-0530,Reactor,Operational,339.9,16.3,66.6
EQ-0531,Separator,Operational,142.4,10.0,136.6
EQ-0532,Heat Exchanger,Operational,194.1,12.4,394.1
EQ-0533,Reactor,Operational,150.5,34.3,56.8
EQ-0534,Reactor,Operational,294.1,41.6,109.7
EQ-0535,Separator,Operational,114.8,8.1,227.0
EQ-0536,Pump,Offline,31.2,92.0,422.1
EQ-0537,Heat Exchanger,Operational,226.8,25.7,256.9
EQ-0538,Separator,Operational,140.5,16.9,177.9
EQ-0539,Reactor,Operational,257.9,30.3,132.7
EQ-0540,Separator,Operational,74.6,11.7,134.6
EQ-0541,Reactor,Operational,278.1,43.4,96.9
EQ-0542,Separator,Maintenance,146.3,15.2,253.6
EQ-0543,Pump,Operational,71.9,125.2,400.1
EQ-0544,Heat Exchanger,Operational,232.8,33.1,344.0
EQ-0545,Pump,Operational,70.4,70.9,353.0
EQ-0546,Pump,Operational,44.3,73.9,437.2
EQ-0547,Heat Exchanger,Error,163.6,35.3,352.7
EQ-0548,Reactor,Operational,251.4,11.6,130.5
EQ-0549,Separator,Operational,139.4,15.5,275.8
EQ-0550,Reactor,Operational,164.6,42.5,121.1
EQ-0551,Separator,Offline,88.3,6.5,102.2
EQ-0552,Heat Exchanger,Operational,225.6,37.7,174.1
EQ-0553,Heat Exchanger,Operational,91.0,34.7,300.4
EQ-0554,Separator,Operational,120.3,11.1,215.7
EQ-0555,Heat Exchanger,Error,92.4,28.9,231.7
EQ-0556,Reactor,Operational,308.8,18.0,138.0
EQ-0557,Separator,Operational,105.8,11.7,121.7
EQ-0558,Reactor,Operational,170.6,37.9,64.3
EQ-0559,Separator,Operational,66.0,19.3,299.5
EQ-0560,Separator,Operational,95.2,6.2,241.7
EQ-0561,Separator,Operational,107.9,12.1,235.2
EQ-0562,Separator,Operational,110.1,13.3,267.0
EQ-0563,Pump,Maintenance,62.7,140.6,315.5
EQ-0564,Reactor,Operational,258.0,18.6,121.7
EQ-0565,Pump,Operational,77.1,118.5,213.9
EQ-0566,Reactor,Operational,213.1,23.8,55.3
EQ-0567,Heat Exchanger,Operational,111.6,18.0,188.2
EQ-0568,Separator,Operational,78.9,18.3,166.9
EQ-0569,Reactor,Operational,234.2,35.5,106.0
EQ-0570,Reactor,Maintenance,227.1,31.5,80.4
EQ-0571,Reactor,Maintenance,171.0,40.9,143.2
EQ-0572,Separator,Operational,52.5,6.3,286.8
EQ-0573,Heat Exchanger,Operational,148.0,28.3,325.4
EQ-0574,Reactor,Operational,252.4,47.6,121.9
EQ-0575,Reactor,Operational,190.5,41.1,86.5
EQ-0576,Reactor,Operational,348.9,48.3,135.5
EQ-0577,Pump,Operational,41.3,62.1,263.3
EQ-0578,Heat Exchanger,Operational,155.1,33.9,213.6
EQ-0579,Separator,Operational,108.5,16.6,238.2
EQ-0580,Reactor,Operational,280.4,10.9,87.8
EQ-0581,Heat Exchanger,Error,208.7,39.8,142.8
EQ-0582,Heat Exchanger,Operational,224.1,14.0,244.7
EQ-0583,Reactor,Maintenance,214.0,11.5,110.5
EQ-0584,Pump,Error,27.7,86.9,254.1
EQ-0585,Heat Exchanger,Operational,103.1,19.4,309.2
EQ-0586,Separator,Operational,65.4,8.3,220.7
EQ-0587,Reactor,Operational,228.0,10.6,124.0
EQ-0588,Separator,Operational,127.6,7.6,282.0
EQ-0589,Separator,Operational,81.2,20.0,269.1
EQ-0590,Separator,Operational,127.9,6.0,278.4
EQ-0591,Reactor,Operational,198.8,12.8,95.3
EQ-0592,Pump,Operational,62.0,134.3,293.7
EQ-0593,Heat Exchanger,Operational,202.4,19.0,320.5
EQ-0594,Pump,Error,21.7,146.5,304.4
EQ-0595,Reactor,Maintenance,236.0,43.8,93.0
EQ-0596,Pump,Operational,39.0,84.1,471.4
EQ-0597,Pump,Operational,54.3,142.3,251.3
EQ-0598,Heat Exchanger,Operational,99.4,15.1,147.0
EQ-0599,Separator,Operational,115.2,15.7,106.7
EQ-0600,Reactor,Operational,209.1,21.8,88.5
EQ-0601,Pump,Error,51.6,125.2,243.4
EQ-0602,Reactor,Operational,263.1,47.5,140.6
EQ-0603,Reactor,Operational,271.1,49.7,101.7
EQ-0604,Separator,Operational,80.8,10.1,266.3
EQ-0605,Separator,Operational,67.5,19.1,140.0
EQ-0606,Reactor,Operational,271.7,26.0,101.9
EQ-0607,Reactor,Offline,166.4,26.0,80.0
EQ-0608,Reactor,Offline,301.5,34.8,54.8
EQ-0609,Heat Exchanger,Operational,155.5,31.8,312.6
EQ-0610,Reactor,Operational,232.1,39.4,71.0
EQ-0611,Separator,Operational,146.0,7.3,130.8
EQ-0612,Reactor,Operational,272.6,10.7,73.8
EQ-0613,Heat Exchanger,Operational,121.9,20.4,248.0
EQ-0614,Separator,Operational,141.3,6.4,286.6
EQ-0615,Separator,Operational,118.2,14.2,193.3
EQ-0616,Reactor,Error,326.2,48.1,60.4
EQ-0617,Separator,Operational,82.5,13.8,223.2
EQ-0618,Separator,Operational,97.3,19.3,133.3
EQ-0619,Pump,Operational,33.3,110.2,289.0
EQ-0620,Reactor,Operational,254.9,21.8,91.1
EQ-0621,Reactor,Operational,237.3,35.1,132.0
EQ-0622,Separator,Operational,53.7,17.3,273.0
EQ-0623,Heat Exchanger,Operational,144.3,23.0,340.6
EQ-0624,Reactor,Operational,248.7,13.0,108.9
EQ-0625,Separator,Operational,90.2,18.0,240.8
EQ-0626,Separator,Operational,140.6,9.0,111.4
EQ-0627,Pump,Operational,57.0,79.4,420.6
EQ-0628,Pump,Offline,66.3,54.3,313.4
EQ-0629,Separator,Operational,148.6,8.4,228.5
EQ-0630,Reactor,Operational,254.2,48.0,86.6
EQ-0631,Reactor,Operational,341.7,35.0,130.6
EQ-0632,Reactor,Offline,170.4,46.2,131.7
EQ-0633,Reactor,Operational,162.7,23.7,87.5
EQ-0634,Reactor,Operational,228.6,44.8,126.1
EQ-0635,Separator,Operational,149.7,14.6,268.6
EQ-0636,Separator,Operational,134.7,7.9,126.0
EQ-0637,Separator,Operational,139.9,9.9,102.0
EQ-0638,Reactor,Operational,165.3,17.0,148.9
EQ-0639,Separator,Operational,77.9,16.4,167.6
EQ-0640,Pump,Operational,67.2,133.8,389.6
EQ-0641,Separator,Operational,64.9,15.9,131.5
EQ-0642,Reactor,Offline,339.0,19.7,52.3
EQ-0643,Reactor,Operational,297.0,43.0,136.9
EQ-0644,Separator,Operational,99.9,17.9,101.1
EQ-0645,Separator,Operational,130.0,6.3,150.5
EQ-0646,Pump,Operational,52.6,78.8,448.3
EQ-0647,Heat Exchanger,Operational,240.3,12.5,273.0
EQ-0648,Reactor,Operational,261.1,16.8,64.4
EQ-0649,Reactor,Operational,173.2,24.8,142.0
EQ-0650,Heat Exchanger,Offline,216.5,23.5,145.9
EQ-0651,Pump,Maintenance,76.7,145.3,277.1
EQ-0652,Separator,Operational,124.8,13.4,183.9
EQ-0653,Separator,Operational,116.9,6.6,278.7
EQ-0654,Pump,Operational,24.6,62.0,340.8
EQ-0655,Pump,Operational,49.9,144.7,225.4
EQ-0656,Heat Exchanger,Operational,95.1,14.7,300.6
EQ-0657,Reactor,Operational,306.0,44.3,84.9
EQ-0658,Heat Exchanger,Operational,177.4,38.2,195.0
EQ-0659,Reactor,Offline,302.8,43.3,70.3
EQ-0660,Reactor,Operational,299.1,33.5,75.5
EQ-0661,Separator,Operational,108.0,15.3,231.8
EQ-0662,Reactor,Operational,303.3,19.3,125.8
EQ-0663,Pump,Operational,23.0,101.1,243.9
EQ-0664,Separator,Operational,131.2,16.8,230.2
EQ-0665,Separator,Operational,108.2,10.5,275.1
EQ-0666,Pump,Operational,75.2,149.1,486.9
EQ-0667,Reactor,Operational,341.3,13.7,54.6
EQ-0668,Reactor,Operational,225.8,28.4,54.0
EQ-0669,Separator,Operational,101.4,9.7,184.1
EQ-0670,Heat Exchanger,Operational,89.9,37.0,225.3
EQ-0671,Pump,Operational,30.8,129.2,207.0
EQ-0672,Heat Exchanger,Operational,160.5,12.8,183.7
EQ-0673,Separator,Operational,109.4,16.5,110.6
EQ-0674,Heat Exchanger,Operational,188.5,13.9,328.8
EQ-0675,Pump,Operational,26.5,140.6,285.8
EQ-0676,Separator,Operational,103.2,13.2,263.0
EQ-0677,Heat Exchanger,Offline,123.1,27.7,213.3
EQ-0678,Separator,Operational,145.0,15.0,158.7
EQ-0679,Separator,Maintenance,55.3,16.1,209.3
EQ-0680,Heat Exchanger,Operational,184.0,38.5,281.7
EQ-0681,Separator,Operational,123.1,8.8,248.3
EQ-0682,Reactor,Maintenance,277.5,34.8,76.9
EQ-0683,Heat Exchanger,Operational,175.9,29.7,383.2
EQ-0684,Heat Exchanger,Operational,238.6,33.7,144.4
EQ-0685,Separator,Error,59.5,17.2,117.4
EQ-0686,Reactor,Operational,301.8,26.8,108.5
EQ-0687,Separator,Operational,118.0,7.9,141.5
EQ-0688,Separator,Operational,120.3,14.8,281.2
EQ-0689,Separator,Operational,116.3,18.4,177.7
EQ-0690,Heat Exchanger,Error,161.7,30.0,236.1
EQ-0691,Separator,Operational,108.6,8.9,114.9
EQ-0692,Heat Exchanger,Operational,169.1,32.7,388.3
EQ-0693,Heat Exchanger,Operational,112.4,22.3,126.8
EQ-0694,Heat Exchanger,Operational,166.5,13.9,362.1
EQ-0695,Reactor,Operational,297.4,10.3,113.0
EQ-0696,Pump,Operational,24.9,66.6,215.8
EQ-0697,Separator,Operational,105.6,15.2,144.9
EQ-0698,Pump,Operational,23.9,145.2,267.9
EQ-0699,Heat Exchanger,Operational,201.9,29.9,143.1
EQ-0700,Heat Exchanger,Operational,144.7,15.9,109.6
EQ-0701,Heat Exchanger,Operational,173.0,12.3,205.3
EQ-0702,Separator,Operational,148.7,18.3,121.4
EQ-0703,Separator,Operational,126.7,9.2,161.8
EQ-0704,Reactor,Operational,263.5,11.4,96.5
EQ-0705,Reactor,Operational,225.3,48.1,100.4
EQ-0706,Reactor,Operational,163.7,32.0,100.0
EQ-0707,Separator,Operational,50.0,17.7,266.7
EQ-0708,Pump,Operational,64.4,137.7,380.8
EQ-0709,Heat Exchanger,Operational,91.0,13.7,387.4
EQ-0710,Heat Exchanger,Operational,184.3,31.0,129.0
EQ-0711,Heat Exchanger,Offline,193.2,12.8,240.7
EQ-0712,Heat Exchanger,Operational,213.1,16.1,161.3
EQ-0713,Pump,Operational,35.2,68.0,354.9
EQ-0714,Pump,Operational,37.0,143.6,477.5
EQ-0715,Separator,Operational,72.3,17.1,220.2
EQ-0716,Pump,Operational,38.8,144.7,249.5
EQ-0717,Pump,Operational,43.4,149.2,404.4
EQ-0718,Heat Exchanger,Operational,148.6,33.6,302.6
EQ-0719,Heat Exchanger,Operational,227.5,19.7,133.0
EQ-0720,Reactor,Operational,283.6,35.4,126.7
EQ-0721,Pump,Operational,32.9,87.3,265.4
EQ-0722,Reactor,Maintenance,250.8,43.1,104.8
EQ-0723,Separator,Operational,129.5,19.6,165.8
EQ-0724,Reactor,Operational,198.3,18.4,131.7
EQ-0725,Reactor,Maintenance,277.5,17.9,54.5
EQ-0726,Pump,Operational,66.3,73.3,405.4
EQ-0727,Reactor,Operational,158.6,16.8,99.9
EQ-0728,Heat Exchanger,Operational,203.7,22.2,337.7
EQ-0729,Separator,Operational,127.9,6.8,131.0
EQ-0730,Reactor,Operational,155.5,48.2,52.6
EQ-0731,Heat Exchanger,Operational,185.1,28.5,248.3
EQ-0732,Separator,Operational,68.8,5.7,110.3
EQ-0733,Separator,Error,74.4,17.2,290.8
EQ-0734,Pump,Operational,50.6,120.0,309.9
EQ-0735,Pump,Error,64.7,99.1,467.1
EQ-0736,Heat Exchanger,Operational,174.6,27.3,239.5
EQ-0737,Heat Exchanger,Operational,179.1,32.4,363.2
EQ-0738,Pump,Operational,28.1,130.2,273.7
EQ-0739,Heat Exchanger,Operational,127.8,33.6,158.7
EQ-0740,Pump,Operational,25.4,54.9,412.4
EQ-0741,Heat Exchanger,Operational,94.1,24.5,236.7
EQ-0742,Pump,Operational,67.2,109.2,423.5
EQ-0743,Separator,Operational,133.8,18.8,165.9
EQ-0744,Separator,Maintenance,79.0,7.3,216.1
EQ-0745,Reactor,Operational,254.0,15.1,123.4
EQ-0746,Pump,Operational,38.5,72.8,258.0
EQ-0747,Heat Exchanger,Operational,81.8,33.0,198.5
EQ-0748,Heat Exchanger,Operational,102.9,29.2,324.8
EQ-0749,Pump,Operational,25.9,80.3,379.9
EQ-0750,Heat Exchanger,Operational,108.8,16.2,349.1
EQ-0751,Separator,Maintenance,79.8,7.1,158.1
EQ-0752,Pump,Operational,45.0,127.9,499.1
EQ-0753,Separator,Operational,58.7,7.0,243.0
EQ-0754,Separator,Operational,58.5,15.5,155.4
EQ-0755,Pump,Operational,79.3,132.2,438.4
EQ-0756,Separator,Operational,75.1,14.6,184.0
EQ-0757,Separator,Operational,87.7,16.0,283.4
EQ-0758,Reactor,Operational,279.0,23.5,57.3
EQ-0759,Pump,Operational,44.3,130.2,242.7
EQ-0760,Separator,Operational,82.5,12.3,154.9
EQ-0761,Reactor,Operational,337.5,29.1,145.2
EQ-0762,Reactor,Operational,341.4,34.5,54.4
EQ-0763,Reactor,Operational,156.3,26.2,62.3
EQ-0764,Pump,Operational,69.9,78.8,482.0
EQ-0765,Pump,Operational,61.9,134.2,445.3
EQ-0766,Pump,Operational,28.0,89.5,487.8
EQ-0767,Pump,Error,21.1,75.7,479.5
EQ-0768,Heat Exchanger,Operational,178.6,38.3,280.6
EQ-0769,Pump,Operational,53.6,77.0,466.7
EQ-0770,Reactor,Operational,308.6,40.6,50.5
EQ-0771,Heat Exchanger,Operational,168.4,15.8,123.0
EQ-0772,Pump,Operational,44.4,104.3,380.3
EQ-0773,Reactor,Operational,170.5,40.1,89.3
EQ-0774,Pump,Maintenance,70.7,136.0,396.7
EQ-0775,Heat Exchanger,Operational,239.9,16.5,279.2
EQ-0776,Reactor,Operational,161.0,27.8,70.6
EQ-0777,Separator,Operational,92.1,7.5,121.3
EQ-0778,Reactor,Operational,181.9,41.6,148.9
EQ-0779,Separator,Operational,116.5,11.5,284.3
EQ-0780,Separator,Operational,77.6,13.1,233.1
EQ-0781,Heat Exchanger,Operational,140.9,34.4,243.1
EQ-0782,Separator,Error,145.0,7.2,201.8
EQ-0783,Separator,Operational,54.8,7.8,157.4
EQ-0784,Heat Exchanger,Operational,243.9,18.0,204.8
EQ-0785,Pump,Operational,47.8,67.1,443.5
EQ-0786,Separator,Error,62.2,13.6,266.8
EQ-0787,Reactor,Maintenance,296.1,15.4,126.5
EQ-0788,Separator,Operational,110.5,11.6,202.2
EQ-0789,Separator,Operational,50.6,13.6,135.4
EQ-0790,Pump,Operational,55.4,79.4,242.8
EQ-0791,Reactor,Operational,217.5,10.3,68.5
EQ-0792,Reactor,Operational,184.3,35.4,86.4
EQ-0793,Reactor,Operational,180.3,35.5,110.0
EQ-0794,Heat Exchanger,Operational,96.1,32.2,268.8
EQ-0795,Heat Exchanger,Operational,140.4,27.7,208.9
EQ-0796,Reactor,Operational,163.5,48.1,84.4
EQ-0797,Separator,Operational,129.3,19.0,152.9
EQ-0798,Reactor,Operational,276.4,25.7,145.8
EQ-0799,Reactor,Operational,288.2,34.0,57.9
EQ-0800,Pump,Operational,34.2,149.2,375.0
EQ-0801,Separator,Maintenance,138.2,19.2,176.9
EQ-0802,Separator,Operational,105.6,13.6,209.2
EQ-0803,Reactor,Operational,339.2,17.5,68.2
EQ-0804,Pump,Operational,45.5,54.4,424.6
EQ-0805,Reactor,Operational,341.7,23.8,68.5
EQ-0806,Reactor,Operational,333.0,22.4,137.9
EQ-0807,Heat Exchanger,Operational,155.1,32.8,114.0
EQ-0808,Separator,Operational,90.6,14.4,208.5
EQ-0809,Heat Exchanger,Operational,227.6,15.2,325.0
EQ-0810,Reactor,Operational,225.6,17.2,134.3
EQ-0811,Reactor,Operational,245.2,19.3,122.3
EQ-0812,Separator,Operational,138.2,13.6,212.2
EQ-0813,Reactor,Error,245.9,19.9,74.1
EQ-0814,Heat Exchanger,Operational,234.9,14.6,101.4
EQ-0815,Reactor,Maintenance,260.8,29.6,87.8
EQ-0816,Pump,Operational,72.8,132.3,377.4
EQ-0817,Pump,Operational,77.8,82.9,442.1
EQ-0818,Heat Exchanger,Operational,166.1,13.6,322.6
EQ-0819,Heat Exchanger,Error,229.3,28.5,306.8
EQ-0820,Separator,Operational,137.2,14.2,177.0
EQ-0821,Reactor,Operational,168.4,49.0,69.1
EQ-0822,Reactor,Operational,241.5,11.4,122.9
EQ-0823,Separator,Operational,123.1,7.1,277.7
EQ-0824,Separator,Operational,62.4,9.1,124.9
EQ-0825,Reactor,Operational,298.2,26.4,130.3
EQ-0826,Reactor,Operational,194.2,47.8,117.6
EQ-0827,Separator,Operational,59.4,19.3,219.7
EQ-0828,Pump,Operational,50.1,70.6,221.2
EQ-0829,Reactor,Operational,255.6,27.8,64.7
EQ-0830,Separator,Operational,105.1,10.2,219.8
EQ-0831,Reactor,Operational,159.8,24.8,112.5
EQ-0832,Pump,Operational,63.2,141.8,430.0
EQ-0833,Reactor,Operational,329.1,31.8,91.5
EQ-0834,Heat Exchanger,Operational,167.6,14.1,197.3
EQ-0835,Reactor,Operational,193.3,40.5,147.4
EQ-0836,Separator,Operational,57.6,8.1,183.2
EQ-0837,Pump,Operational,60.7,60.6,252.6
EQ-0838,Reactor,Operational,290.6,14.7,122.0
EQ-0839,Pump,Operational,77.6,81.0,200.8
EQ-0840,Reactor,Error,195.1,12.5,84.4
EQ-0841,Reactor,Operational,298.2,45.9,149.0
EQ-0842,Reactor,Operational,302.1,14.2,82.4
EQ-0843,Heat Exchanger,Operational,248.1,22.2,258.1
EQ-0844,Pump,Operational,57.9,86.3,220.7
EQ-0845,Pump,Operational,75.6,103.8,206.7
EQ-0846,Separator,Operational,125.8,12.5,298.5
EQ-0847,Heat Exchanger,Operational,191.0,34.2,265.7
EQ-0848,Heat Exchanger,Operational,118.3,13.3,152.5
EQ-0849,Reactor,Operational,245.0,42.9,117.6
EQ-0850,Heat Exchanger,Operational,150.8,36.4,212.2
EQ-0851,Heat Exchanger,Operational,140.6,25.0,116.0
EQ-0852,Reactor,Operational,335.8,20.6,69.2
EQ-0853,Separator,Operational,67.4,6.4,261.5
EQ-0854,Pump,Operational,37.7,90.6,303.7
EQ-0855,Reactor,Operational,213.8,15.6,118.0
EQ-0856,Reactor,Operational,343.6,42.1,103.3
EQ-0857,Pump,Offline,61.1,138.7,458.3
EQ-0858,Separator,Operational,84.5,6.4,240.9
EQ-0859,Pump,Operational,39.6,90.5,465.5
EQ-0860,Pump,Operational,29.2,130.6,249.9
EQ-0861,Reactor,Operational,255.6,27.9,55.9
EQ-0862,Pump,Offline,38.8,84.9,372.3
EQ-0863,Reactor,Operational,320.7,47.6,51.2
EQ-0864,Reactor,Operational,166.2,46.1,126.9
EQ-0865,Pump,Maintenance,64.8,67.5,303.9
EQ-0866,Separator,Offline,63.5,9.2,217.4
EQ-0867,Reactor,Operational,348.1,48.4,127.3
EQ-0868,Separator,Operational,100.3,14.7,295.7
EQ-0869,Reactor,Operational,184.9,37.5,89.5
EQ-0870,Separator,Offline,140.2,16.8,278.8
EQ-0871,Heat Exchanger,Operational,117.3,24.0,126.6
EQ-0872,Reactor,Operational,340.2,17.2,86.3
EQ-0873,Heat Exchanger,Operational,244.0,10.3,248.6
EQ-0874,Heat Exchanger,Operational,114.6,20.2,177.4
EQ-0875,Reactor,Operational,235.6,34.4,79.0
EQ-0876,Separator,Operational,146.1,17.7,217.8
EQ-0877,Separator,Operational,78.2,10.5,270.5
EQ-0878,Reactor,Operational,253.5,46.1,100.3
EQ-0879,Pump,Operational,32.7,126.9,392.2
EQ-0880,Reactor,Operational,181.3,48.1,127.3
EQ-0881,Reactor,Operational,216.1,43.1,57.8
EQ-0882,Pump,Error,77.2,100.8,230.2
EQ-0883,Separator,Operational,68.9,19.3,187.3
EQ-0884,Separator,Operational,139.7,9.0,245.0
EQ-0885,Separator,Operational,56.5,14.6,101.9
EQ-0886,Reactor,Operational,240.5,24.9,116.6
EQ-0887,Separator,Operational,74.3,10.0,195.6
EQ-0888,Heat Exchanger,Operational,120.2,26.4,355.4
EQ-0889,Heat Exchanger,Operational,235.0,32.3,204.3
EQ-0890,Separator,Operational,124.8,6.4,158.4
EQ-0891,Pump,Operational,58.0,145.4,464.4
EQ-0892,Separator,Operational,91.0,13.0,185.6
EQ-0893,Heat Exchanger,Operational,196.7,37.8,112.9
EQ-0894,Pump,Operational,37.3,102.8,471.9
EQ-0895,Separator,Operational,119.0,13.8,288.9
EQ-0896,Heat Exchanger,Maintenance,123.9,18.0,155.9
EQ-0897,Separator,Operational,62.7,19.5,207.5
EQ-0898,Heat Exchanger,Operational,199.9,35.5,356.8
EQ-0899,Separator,Operational,110.4,19.4,265.9
EQ-0900,Heat Exchanger,Operational,103.6,39.0,253.0
EQ-0901,Separator,Operational,66.5,16.1,123.0
EQ-0902,Separator,Operational,63.2,8.5,188.1
EQ-0903,Pump,Operational,78.8,75.2,212.1
EQ-0904,Heat Exchanger,Operational,178.8,24.2,238.5
EQ-0905,Separator,Operational,55.5,18.0,257.6
EQ-0906,Heat Exchanger,Operational,248.8,38.2,245.5
EQ-0907,Heat Exchanger,Operational,222.4,32.0,320.1
EQ-0908,Reactor,Maintenance,339.8,19.1,61.6
EQ-0909,Reactor,Operational,256.9,42.0,84.3
EQ-0910,Separator,Operational,102.4,12.3,272.2
EQ-0911,Heat Exchanger,Error,202.4,10.9,344.4
EQ-0912,Pump,Offline,57.8,52.7,289.1
EQ-0913,Separator,Operational,72.0,17.1,208.4
EQ-0914,Pump,Operational,62.6,99.8,205.4
EQ-0915,Pump,Operational,64.0,148.2,440.7
EQ-0916,Reactor,Error,273.9,28.6,79.1
EQ-0917,Reactor,Error,183.8,43.7,131.3
EQ-0918,Heat Exchanger,Operational,243.4,26.3,268.0
EQ-0919,Pump,Operational,31.4,80.3,425.5
EQ-0920,Heat Exchanger,Operational,126.5,25.2,154.8
EQ-0921,Reactor,Offline,348.7,31.0,91.9
EQ-0922,Reactor,Operational,225.4,44.4,103.4
EQ-0923,Reactor,Operational,204.6,46.3,93.2
EQ-0924,Separator,Operational,147.4,19.4,180.4
EQ-0925,Reactor,Offline,170.3,46.2,60.1
EQ-0926,Reactor,Operational,258.8,18.6,59.1
EQ-0927,Separator,Operational,113.4,11.1,252.9
EQ-0928,Reactor,Error,251.2,35.1,128.1
EQ-0929,Heat Exchanger,Error,141.5,28.5,153.3
EQ-0930,Reactor,Operational,168.5,17.6,134.0
EQ-0931,Reactor,Operational,212.3,15.0,56.9
EQ-0932,Pump,Operational,73.1,105.9,340.9
EQ-0933,Separator,Operational,108.8,10.1,134.3
EQ-0934,Reactor,Operational,175.9,22.3,74.2
EQ-0935,Reactor,Operational,289.9,44.3,113.0
EQ-0936,Reactor,Operational,260.1,21.3,88.9
EQ-0937,Pump,Offline,26.6,119.2,471.8
EQ-0938,Pump,Maintenance,44.4,53.8,407.8
EQ-0939,Separator,Operational,59.5,6.5,171.1
EQ-0940,Pump,Operational,60.6,100.3,491.6
EQ-0941,Heat Exchanger,Operational,197.7,15.0,141.7
EQ-0942,Pump,Operational,44.5,128.8,306.0
EQ-0943,Reactor,Operational,290.9,46.9,100.7
EQ-0944,Separator,Operational,98.8,9.4,150.9
EQ-0945,Separator,Operational,88.6,15.7,277.2
EQ-0946,Separator,Operational,113.2,6.1,273.4
EQ-0947,Separator,Operational,95.9,12.5,293.8
EQ-0948,Reactor,Operational,239.9,45.2,106.7
EQ-0949,Reactor,Operational,331.6,27.6,92.9
EQ-0950,Reactor,Operational,328.8,37.6,118.2
EQ-0951,Separator,Operational,142.0,7.7,187.9
EQ-0952,Separator,Operational,75.8,13.4,255.1
EQ-0953,Reactor,Operational,280.3,40.9,94.2
EQ-0954,Reactor,Operational,162.3,36.6,67.2
EQ-0955,Separator,Offline,107.0,19.6,269.5
EQ-0956,Reactor,Operational,207.6,12.0,90.4
EQ-0957,Reactor,Operational,307.0,49.4,128.4
EQ-0958,Separator,Operational,145.9,13.3,294.3
EQ-0959,Separator,Operational,85.3,13.2,160.8
EQ-0960,Reactor,Operational,172.3,32.0,88.4
EQ-0961,Reactor,Operational,335.2,25.6,91.0
EQ-0962,Heat Exchanger,Operational,203.9,13.9,304.4
EQ-0963,Reactor,Operational,279.8,43.2,114.0
EQ-0964,Reactor,Operational,176.1,12.6,86.8
EQ-0965,Separator,Operational,50.8,7.0,226.7
EQ-0966,Reactor,Operational,281.7,47.1,71.8
EQ-0967,Reactor,Maintenance,275.1,42.1,66.9
EQ-0968,Pump,Operational,57.5,101.6,392.4
EQ-0969,Reactor,Operational,188.1,13.8,92.9
EQ-0970,Separator,Offline,84.3,6.4,169.8
EQ-0971,Pump,Operational,60.5,52.8,238.3
EQ-0972,Heat Exchanger,Operational,185.7,25.9,268.0
EQ-0973,Separator,Operational,94.4,17.4,265.8
EQ-0974,Separator,Operational,116.8,16.5,293.9
EQ-0975,Separator,Operational,83.2,9.4,228.1
EQ-0976,Separator,Operational,104.5,10.1,100.7
EQ-0977,Pump,Operational,60.3,72.5,342.2
EQ-0978,Separator,Operational,139.5,10.6,218.0
EQ-0979,Pump,Operational,57.9,102.5,433.4
EQ-0980,Heat Exchanger,Maintenance,197.3,13.4,333.9
EQ-0981,Pump,Operational,71.1,129.0,258.4
EQ-0982,Pump,Operational,65.1,143.9,299.7
EQ-0983,Reactor,Operational,215.1,36.0,113.2
EQ-0984,Heat Exchanger,Operational,237.5,16.0,222.4
EQ-0985,Separator,Operational,77.2,9.4,234.9
